,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2,TRA
Adra1a,0.9126,0.08740000000000003,2.345802282373046,1.3575834e-05,4.0138384e-06,0.0,0.25,1.1827835,1.1548567,2.0643346,-7.1574554,8.953411,0.10388199,0.029691383,0.06064230608217275,0.02452043369474555,0.07076878,0.018108757,False,WT vs Aire_KO,WT,Aire_KO,False
Cacna2d1,0.8894,0.11060000000000003,2.0846269098159875,0.00010627141,2.872574e-05,0.0,0.25,1.1825966,1.0331621,1.8497313,-7.229372,9.277123,1.8895023,0.35162446,0.2743855032593886,0.1763135946622153,1.3027567,0.25058556,False,WT vs Aire_KO,WT,Aire_KO,False
Tgtp2,0.9016,0.09840000000000004,2.21513006813274,3.8740618e-05,1.643367e-05,0.0,0.25,1.1824064,1.1862569,1.5768875,-4.893546,6.513459,0.28383183,0.053544722,0.15381855152203638,0.03719766472060043,0.20707817,0.039020393,False,WT vs Aire_KO,WT,Aire_KO,False
Mical2,0.9116,0.08840000000000003,2.3333292255754894,2.4439081e-05,9.567978e-06,0.0,0.25,1.1804526,1.1483879,1.6830508,-3.7863178,6.9165335,0.20219783,0.035529613,0.11602176903294789,0.030692243536280105,0.12915443,0.028028477,False,WT vs Aire_KO,WT,Aire_KO,False
Trappc9,0.901,0.09899999999999998,2.2083853175624317,3.7399244e-05,1.4763537e-05,0.0,0.25,1.1799629,1.0936818,0.9407342,-1.4747505,4.5443125,0.5345382,0.19165866,0.33209736259795253,0.16396997497914645,0.34546942,0.13109145,False,WT vs Aire_KO,WT,Aire_KO,False
Fbxl7,0.8862,0.11380000000000001,2.0525000604838346,6.703676e-05,1.8871378e-05,0.0,0.25,1.1788931,0.9634752,1.795132,-4.71517,6.7266626,0.6203989,0.14061686,0.20626756772920796,0.10208507089240937,0.45538273,0.095781446,False,WT vs Aire_KO,WT,Aire_KO,False
Adk,0.908,0.09199999999999997,2.289455703869823,2.8577402e-05,1.0131254e-05,0.0,0.25,1.1786071,1.1745214,1.6711335,-4.283473,7.3950596,0.29250228,0.10525429,0.17851803121823007,0.08673894912426972,0.19212925,0.058537107,False,WT vs Aire_KO,WT,Aire_KO,False
Nin,0.905,0.09499999999999997,2.2540579578859568,2.8269988e-05,1.2063555e-05,0.0,0.25,1.1785837,1.2042408,1.5281005,-4.406003,6.7808943,0.2767147,0.08390329,0.16356677232222905,0.06405337781484588,0.17856778,0.052313965,False,WT vs Aire_KO,WT,Aire_KO,False
Tenm4,0.9066,0.09340000000000004,2.272809897235799,6.14294e-05,2.2451684e-05,0.0,0.25,1.1775465,1.152091,1.5767058,-4.2959566,6.805401,0.40852952,0.054378737,0.16338735721547704,0.038865721434528724,0.31946918,0.038588773,False,WT vs Aire_KO,WT,Aire_KO,False
Frs2,0.8994,0.10060000000000002,2.1905755283859176,3.5886114e-05,1.4872405e-05,0.0,0.25,1.1766748,1.122407,0.88209957,-1.7273645,4.859235,0.5369884,0.1953283,0.3582321631481623,0.170975813177645,0.3516958,0.1392143,False,WT vs Aire_KO,WT,Aire_KO,False
Trib1,0.9194,0.0806,2.4342225206667325,0.00010277972,4.5941902e-05,0.0,0.25,1.1765848,1.2003846,2.012986,-6.3697233,6.7835217,1.4485259,0.46204853,0.45398002511815283,0.2331943286071677,0.9131453,0.35709232,False,WT vs Aire_KO,WT,Aire_KO,False
Il6st,0.9082,0.09179999999999999,2.291852223115741,5.5461274e-05,2.2314509e-05,0.0,0.25,1.1756135,1.1528683,1.6726348,-4.884734,5.8840485,0.6694422,0.19482821,0.3504575085222418,0.13194328607172456,0.49438104,0.1393606,False,WT vs Aire_KO,WT,Aire_KO,False
Ptpn12,0.9028,0.09719999999999995,2.2287302416729853,3.2186956e-05,1.3139978e-05,0.0,0.25,1.1748642,1.1878705,1.3054032,-3.5702372,5.558545,0.40703437,0.13894877,0.27103642126668437,0.11776480400333467,0.28021675,0.100819044,False,WT vs Aire_KO,WT,Aire_KO,False
Lpl,0.9408,0.05920000000000003,2.7658088769647486,7.0235306e-05,3.7966132e-05,0.0,0.25,1.1734015,1.2602015,2.564623,-8.188351,8.289946,0.69588727,0.30692157,0.1379702170922753,0.0829024186822348,0.42815825,0.2463524,False,WT vs Aire_KO,WT,Aire_KO,False
Itpr2,0.9146,0.08540000000000003,2.37114060426716,0.00016760618,7.33855e-05,0.0,0.25,1.1728616,1.181788,1.5715585,-5.4141254,8.149869,2.0373206,0.68023723,0.5363315591173264,0.29040867389490577,1.4471173,0.5086606,False,WT vs Aire_KO,WT,Aire_KO,False
Egln3,0.923,0.07699999999999996,2.4838236936132834,3.380596e-05,1.6930135e-05,0.0,0.25,1.1724355,1.2657218,1.7923324,-5.598796,6.721216,0.43765286,0.18682174,0.20566951737336792,0.12043369474561982,0.28121895,0.13585111,False,WT vs Aire_KO,WT,Aire_KO,False
G0s2,0.9166,0.08340000000000003,2.397022753716137,6.4798674e-05,2.902539e-05,0.0,0.25,1.1716801,1.2033281,1.9451903,-6.470579,8.5071,0.26254246,0.07539624,0.08845164762872841,0.036530442035029115,0.18738753,0.055975776,False,WT vs Aire_KO,WT,Aire_KO,False
Apoc1,0.9132,0.08679999999999999,2.3533481887324736,8.5483065e-05,4.1573014e-05,0.0,0.25,1.1714137,1.2527828,1.8284148,-5.4850035,6.569869,0.83540565,0.25721377,0.18665151605765462,0.08924103419516205,0.5451417,0.18092337,False,WT vs Aire_KO,WT,Aire_KO,True
Gss,0.8834,0.11660000000000004,2.0250287508026448,3.3041488e-05,1.3087453e-05,0.0,0.25,1.1702526,1.0953922,1.2667015,-3.5480318,5.580325,0.3385551,0.1334442,0.20160277495365564,0.11175979983319306,0.20619683,0.09308097,False,WT vs Aire_KO,WT,Aire_KO,False
Enox1,0.908,0.09199999999999997,2.289455703869823,1.8408857e-05,6.056996e-06,0.0,0.25,1.1701673,1.1028576,1.9716951,-4.623231,8.463877,0.1696644,0.048373755,0.09467137132946339,0.043202668890742285,0.11828781,0.036972515,False,WT vs Aire_KO,WT,Aire_KO,True
Pxdc1,0.91,0.08999999999999997,2.3136348290585373,2.7450353e-05,1.2381474e-05,0.0,0.25,1.1697094,1.2317734,1.5639926,-4.618184,6.4710274,0.13982433,0.032693893,0.08115543328748161,0.02335279399499577,0.10894625,0.02421716,False,WT vs Aire_KO,WT,Aire_KO,False
Tmem86a,0.9152,0.08479999999999999,2.378846970829728,2.5688028e-05,9.420812e-06,0.0,0.25,1.1694516,1.2740927,1.6835936,-6.098119,6.6447735,0.22390684,0.0613847,0.12798277614974662,0.052210175145955065,0.14120065,0.0440811,False,WT vs Aire_KO,WT,Aire_KO,False
Prox1,0.9272,0.07279999999999998,2.544453210245434,3.8712027e-05,2.0144187e-05,0.0,0.25,1.168801,1.2175117,2.286285,-6.7391453,8.314858,0.3308402,0.1631358,0.133305424316723,0.07556296914095062,0.23299457,0.12400408,False,WT vs Aire_KO,WT,Aire_KO,False
Smim6,0.9216,0.07840000000000003,2.4642872458849463,3.102562e-05,1.1937654e-05,0.0,0.25,1.168683,1.2435503,1.9789697,-6.5002728,7.5375357,0.3118217,0.07072567,0.12989653728843475,0.04720600500417019,0.19887622,0.057669464,False,WT vs Aire_KO,WT,Aire_KO,False
Pcnx,0.898,0.10199999999999998,2.1751971681145754,2.6452368e-05,1.09487455e-05,0.0,0.25,1.1682589,1.144072,1.133119,-2.546259,5.245431,0.29914016,0.09391157,0.2127265115722804,0.08240200166805633,0.20327231,0.065830626,False,WT vs Aire_KO,WT,Aire_KO,False
Afap1,0.9066,0.09340000000000004,2.272809897235799,3.716218e-05,1.6134763e-05,0.0,0.25,1.1675099,1.2252393,1.1948848,-4.091647,4.812255,0.38927007,0.14879017,0.24723401710425075,0.11693077564637055,0.2728012,0.10265656,False,WT vs Aire_KO,WT,Aire_KO,False
4930539E08Rik,0.9266,0.07340000000000002,2.5355979119144485,0.00014785166,7.343303e-05,0.0,0.25,1.1665531,1.1937585,2.4314158,-7.5191765,8.14014,2.111896,0.8567242,0.5113928592787967,0.36580483736446145,1.4689145,0.68940955,False,WT vs Aire_KO,WT,Aire_KO,True
Neurl1a,0.9252,0.07479999999999998,2.515191922495496,2.1060658e-05,9.077902e-06,0.0,0.25,1.1660051,1.2160172,1.8707024,-6.775755,6.8592415,0.19197157,0.075729884,0.12487291429937844,0.056547122602168626,0.12977871,0.05960894,False,WT vs Aire_KO,WT,Aire_KO,True
Ly6c1,0.9392,0.060799999999999965,2.7374385062754003,3.1615145e-05,9.471285e-06,0.0,0.25,1.1644834,1.413722,2.285266,-6.990222,10.142582,0.3566771,0.011175977,0.05807068955206087,0.006171809841534616,0.18523829,0.009032589,False,WT vs Aire_KO,WT,Aire_KO,False
Wfdc2,0.93,0.06999999999999995,2.586689211993499,0.00034210033,0.00019350256,0.0,0.25,1.1641588,1.2351484,2.2616131,-9.760565,10.514055,8.077416,2.8460605,0.5528377489385116,0.3714762301918174,4.658605,2.0400343,False,WT vs Aire_KO,WT,Aire_KO,True
Mmp7,0.949,0.051000000000000045,2.9235829803445967,6.267315e-05,2.4196692e-05,0.0,0.25,1.1640861,1.4437375,3.1183608,-10.212084,10.916745,0.8727895,0.10442037,0.1068117935530134,0.028023352793994892,0.5337651,0.082888946,True,WT vs Aire_KO,WT,Aire_KO,True
Prkg2,0.9322,0.06779999999999997,2.6209850522269886,2.8368619e-05,1.6473328e-05,0.0,0.25,1.1628158,1.289062,2.3121316,-7.1745644,7.675477,0.25064024,0.10842368,0.1025656360265501,0.052543786488740724,0.14899369,0.09291003,False,WT vs Aire_KO,WT,Aire_KO,True
Rhbg,0.9208,0.07920000000000005,2.4532664431847957,1.7584594e-05,5.9792933e-06,0.0,0.25,1.1627011,1.2104702,2.0703435,-6.519294,8.312958,0.23144211,0.039366156,0.13527899049099512,0.03269391159299404,0.13538226,0.029604223,False,WT vs Aire_KO,WT,Aire_KO,True
Trps1,0.8914,0.10860000000000003,2.1051217721499014,6.907054e-05,2.5363446e-05,0.0,0.25,1.1622187,1.0726027,1.5979338,-3.969573,8.103722,0.69413173,0.18131706,0.29304467436159787,0.13110925771476045,0.5063272,0.13631791,False,WT vs Aire_KO,WT,Aire_KO,False
Mapk14,0.906,0.09399999999999997,2.26574442842753,4.3201355e-05,1.8079776e-05,0.0,0.25,1.1620914,1.1694908,1.202456,-2.885621,4.900405,0.58715653,0.20333509,0.3694755098379551,0.16296914095078952,0.40336668,0.1426486,False,WT vs Aire_KO,WT,Aire_KO,False
Ifitm1,0.9308,0.06920000000000004,2.5990434350392984,5.4091026e-05,3.0030913e-05,0.0,0.25,1.1610863,1.36726,2.394391,-9.341038,8.340637,1.141792,0.14745618,0.15525387237605248,0.03552960800667214,0.7164507,0.12861371,False,WT vs Aire_KO,WT,Aire_KO,False
Hspb1,0.9192,0.08079999999999998,2.431526648124153,0.000569181,0.0003114697,0.0,0.25,1.1606789,1.2727065,2.1718254,-6.7996225,7.271415,9.794836,3.4280593,0.6854255128282486,0.4155129274395225,6.4048157,2.7067535,False,WT vs Aire_KO,WT,Aire_KO,False
Tagln,0.9168,0.08320000000000005,2.3996418888485156,0.00013501201,3.716701e-05,0.0,0.25,1.1598625,0.89735985,2.9547613,-9.543225,10.481667,1.5642171,0.33694702,0.19179474911787897,0.06588824020016693,1.3732178,0.2503777,False,WT vs Aire_KO,WT,Aire_KO,False
Ch25h,0.9162,0.08379999999999999,2.391801565547517,3.3972512e-05,1.3390302e-05,0.0,0.25,1.1590955,1.2180166,1.8429682,-5.344473,6.9655867,0.15752609,0.026522081,0.06973267149093948,0.015512927439532956,0.12337699,0.018402012,False,WT vs Aire_KO,WT,Aire_KO,False
Lmo7,0.9036,0.09640000000000004,2.2378804903097573,9.1950424e-05,3.6979138e-05,0.0,0.25,1.1574619,1.1513882,1.626708,-5.0039787,6.914258,1.299069,0.39932987,0.456252616470345,0.24220183486238012,0.8195092,0.2904525,False,WT vs Aire_KO,WT,Aire_KO,False
Gne,0.9044,0.09560000000000002,2.2470988268010084,2.9032472e-05,1.03857765e-05,0.0,0.25,1.1567676,1.1132188,1.3213692,-3.99121,6.273431,0.45996135,0.12376961,0.2495066084564429,0.10291909924937348,0.29004416,0.08710805,False,WT vs Aire_KO,WT,Aire_KO,False
Cxcl3,0.932,0.06799999999999995,2.6178249731802863,6.81744e-05,2.6944515e-05,0.0,0.25,1.156489,1.3275809,2.2548456,-6.78627,9.00356,0.7257302,0.057714805,0.09419293104479147,0.016013344453711435,0.4096018,0.04155581,False,WT vs Aire_KO,WT,Aire_KO,True
Gm48678,0.9222,0.07779999999999998,2.472620570897198,2.6233574e-05,1.2808354e-05,0.0,0.25,1.1562005,1.1494899,2.2544858,-6.0332813,8.446692,0.10842703,0.0021684738,0.05502063273727702,0.002001668056713928,0.06966704,0.0014191126,False,WT vs Aire_KO,WT,Aire_KO,False
Pla2g2f,0.9176,0.08240000000000003,2.4101760184385133,3.8997518e-05,1.6409911e-05,0.0,0.25,1.1561602,1.2565079,1.9578826,-7.0872545,7.985323,0.23933838,0.03586321,0.0769690807966023,0.014512093411175991,0.14055134,0.028713597,False,WT vs Aire_KO,WT,Aire_KO,True
Dennd4c,0.901,0.09899999999999998,2.2083853175624317,4.2562242e-05,1.8448673e-05,0.0,0.25,1.155377,1.1367965,1.3835452,-3.6873846,6.2057514,0.50164944,0.16697177,0.3067400275103348,0.13427856547122408,0.34154817,0.12773718,False,WT vs Aire_KO,WT,Aire_KO,False
Ackr4,0.93,0.06999999999999995,2.586689211993499,2.984375e-05,1.432807e-05,0.0,0.25,1.1549866,1.265851,2.2617466,-8.968165,9.281011,0.2117678,0.09708092,0.09921655403384665,0.04737281067556302,0.1635718,0.07750058,False,WT vs Aire_KO,WT,Aire_KO,False
Herc4,0.8826,0.11739999999999995,2.01728511559274,5.214626e-05,2.0950329e-05,0.0,0.25,1.1545737,1.0989203,1.1140355,-2.656087,5.594388,0.71918774,0.26505235,0.41050176424858187,0.2173477898248496,0.4801153,0.19140495,False,WT vs Aire_KO,WT,Aire_KO,False
Cttnbp2,0.9056,0.09440000000000004,2.261056539407668,5.739962e-05,2.4607929e-05,0.0,0.25,1.1527097,1.153328,1.4758548,-4.6129503,6.180518,0.502482,0.058715716,0.22385024819090515,0.04053377814845702,0.33692637,0.048814848,False,WT vs Aire_KO,WT,Aire_KO,True
Fxyd6,0.918,0.08199999999999996,2.4154780322982723,6.599073e-05,4.5081935e-05,0.0,0.25,1.1526432,1.1994553,2.0558982,-7.47472,8.408707,0.5787316,0.45004073,0.15728724358590862,0.09924937447873139,0.4026664,0.32142556,False,WT vs Aire_KO,WT,Aire_KO,False
Lgals3bp,0.9168,0.08320000000000005,2.3996418888485156,0.00012551741,5.982888e-05,0.0,0.25,1.1523908,1.2212577,1.7120674,-5.6207304,7.5914993,1.915972,0.6350332,0.5840559775133617,0.2997497914929038,1.2016355,0.47533834,False,WT vs Aire_KO,WT,Aire_KO,False
Cstf3,0.8842,0.11580000000000001,2.032818641207124,6.4456246e-05,2.580821e-05,0.0,0.25,1.1520349,1.0796037,1.0533952,-2.8460245,5.3608265,0.9130513,0.36463436,0.4490760122002645,0.2668890742285178,0.5769004,0.23525058,False,WT vs Aire_KO,WT,Aire_KO,False
Akap13,0.9036,0.09640000000000004,2.2378804903097573,0.00011447209,5.0278144e-05,0.0,0.25,1.1518273,1.1604848,1.4713895,-3.9236574,6.2507896,1.7443922,0.5866582,0.6072005262843713,0.34945788156796487,1.1675645,0.4365988,False,WT vs Aire_KO,WT,Aire_KO,False
Pard6g,0.9134,0.08660000000000001,2.3558739806571807,6.548002e-05,2.9703879e-05,0.0,0.25,1.1510925,1.1481509,1.5700948,-4.2343245,5.727498,0.8447753,0.38398397,0.41032234914182986,0.2345287739783103,0.58347774,0.25313225,False,WT vs Aire_KO,WT,Aire_KO,False
Mtmr7,0.9172,0.08279999999999998,2.404897379722344,2.923262e-05,1.2962897e-05,0.0,0.25,1.1507603,1.2331233,1.909374,-5.103219,7.1586485,0.332693,0.06588839,0.18736917648466267,0.04937447873227697,0.21141547,0.05242907,False,WT vs Aire_KO,WT,Aire_KO,False
Klk8,0.9272,0.07279999999999998,2.544453210245434,2.2222679e-05,7.911469e-06,0.0,0.25,1.1502334,1.280582,2.1636226,-8.100757,8.353994,0.2292303,0.0408674,0.08719574188146462,0.022351959966638815,0.12656322,0.029299939,False,WT vs Aire_KO,WT,Aire_KO,False
Plcl2,0.892,0.10799999999999998,2.1113348240739636,3.4758254e-05,1.3507104e-05,0.0,0.25,1.1498275,1.0745869,1.4198548,-3.545333,7.207075,0.43580496,0.15629627,0.2552478918725073,0.1322768974145102,0.2810263,0.108937964,False,WT vs Aire_KO,WT,Aire_KO,False
Slc7a8,0.9342,0.06579999999999997,2.6530705684654103,2.3453196e-05,9.118934e-06,0.0,0.25,1.1498052,1.2341204,2.3055198,-5.8290167,8.6424675,0.26457375,0.09224356,0.12666706536689853,0.07322768974145111,0.16167687,0.070731,False,WT vs Aire_KO,WT,Aire_KO,False
Stim1,0.8914,0.10860000000000003,2.1051217721499014,4.5306522e-05,1.9965599e-05,0.0,0.25,1.148119,1.1648564,1.082846,-2.714385,4.805067,0.5786059,0.2146775,0.3491417977393937,0.17597998331942966,0.37880757,0.15878832,False,WT vs Aire_KO,WT,Aire_KO,False
Psen1,0.9036,0.09640000000000004,2.2378804903097573,4.0811414e-05,1.8003948e-05,0.0,0.25,1.1469046,1.1381736,1.0566554,-2.5403185,4.6186743,0.63361996,0.24203338,0.4033849650140854,0.20216847372810276,0.4077605,0.17368315,False,WT vs Aire_KO,WT,Aire_KO,False
Htr1b,0.9086,0.09140000000000004,2.2966593764619567,2.8330895e-05,1.1362212e-05,0.0,0.25,1.1462879,1.1543493,1.7501034,-4.4899178,6.305249,0.2698372,0.06522113,0.1409604688714755,0.04637197664720604,0.16077103,0.04676,False,WT vs Aire_KO,WT,Aire_KO,True
Apoc3,0.938,0.062000000000000055,2.7166154133318035,0.00010494731,4.980364e-05,0.0,0.25,1.1462857,1.2767377,2.8516703,-9.634367,10.686023,1.5172569,0.53327745,0.14269481490341163,0.04737281067556302,0.86542886,0.36328045,False,WT vs Aire_KO,WT,Aire_KO,True
Dusp6,0.9152,0.08479999999999999,2.378846970829728,2.1358388e-05,1.0896562e-05,0.0,0.25,1.1460166,1.2456465,1.8887724,-6.4525423,6.954631,0.23132293,0.076397054,0.12792297111416262,0.05037531276063394,0.1507434,0.057256903,False,WT vs Aire_KO,WT,Aire_KO,False
Ect2,0.9094,0.09060000000000001,2.306330728962968,2.7511054e-05,1.2290275e-05,0.0,0.25,1.1458795,1.1432943,1.6803449,-5.618869,7.116699,0.26008838,0.13994968,0.12427486394353854,0.08857381150959076,0.12453325,0.06842557,False,WT vs Aire_KO,WT,Aire_KO,False
Rabgap1l,0.8918,0.10819999999999996,2.1092604445728345,0.0001263607,5.12155e-05,0.0,0.25,1.1450582,1.0915985,1.225602,-3.1689558,6.2494793,1.7328137,0.6250251,0.5956581544166585,0.3759799833194236,1.1789653,0.43519872,False,WT vs Aire_KO,WT,Aire_KO,False
Asxl3,0.8924,0.10760000000000003,2.115493733099632,5.9824015e-05,2.3900033e-05,0.0,0.25,1.1446943,1.1162543,1.1935278,-3.5136824,5.567998,0.7152491,0.2121758,0.33849650140544096,0.15296080066722018,0.4413796,0.13669778,False,WT vs Aire_KO,WT,Aire_KO,True
Pdlim3,0.9112,0.08879999999999999,2.328375660496781,7.880994e-05,4.3048654e-05,0.0,0.25,1.144506,1.1160898,1.8136098,-4.726918,7.0212545,0.6165832,0.22618793,0.2333592488487618,0.10475396163469453,0.4221258,0.1590176,False,WT vs Aire_KO,WT,Aire_KO,False
Hcn1,0.919,0.08099999999999996,2.428836855107859,2.1156997e-05,6.9479993e-06,0.0,0.25,1.1427777,1.1452508,2.240587,-6.1344395,9.0267725,0.26678756,0.07839872,0.08940852819807225,0.054211843202669016,0.16595164,0.053462137,False,WT vs Aire_KO,WT,Aire_KO,True
Brinp3,0.9062,0.0938,2.268095080646148,3.9839884e-05,1.2962243e-05,0.0,0.25,1.1421523,1.070035,1.9961617,-4.684757,8.445365,0.4331707,0.12460368,0.14125949404939553,0.09090909090909027,0.2813491,0.09468856,False,WT vs Aire_KO,WT,Aire_KO,False
Slco3a1,0.9068,0.09319999999999995,2.2751741006734876,5.585307e-05,2.5588337e-05,0.0,0.25,1.1402961,1.1653366,1.4400575,-3.893753,6.2266455,0.58333194,0.21617915,0.2874230010167015,0.14895746455379244,0.40196994,0.15255924,False,WT vs Aire_KO,WT,Aire_KO,False
Cdc27,0.898,0.10199999999999998,2.1751971681145754,3.534311e-05,1.49586485e-05,0.0,0.25,1.1398385,1.0958467,0.88875544,-2.05274,5.049327,0.47174698,0.1751451,0.3066204174391668,0.14728940783986422,0.2880108,0.11131224,False,WT vs Aire_KO,WT,Aire_KO,False
4932438A13Rik,0.9064,0.09360000000000002,2.2704502304253054,0.000109708046,4.865377e-05,0.0,0.25,1.1389769,1.19838,1.0694067,-3.3318539,4.6403723,1.4123379,0.5753136,0.6357873332935252,0.3818181818181724,0.929782,0.40096045,False,WT vs Aire_KO,WT,Aire_KO,False
Hnf4g,0.9108,0.08919999999999995,2.3234421934753633,7.5552365e-05,2.578294e-05,0.0,0.25,1.138469,1.0474973,1.9710873,-4.5427055,7.778654,1.016539,0.2477052,0.309311644040447,0.16046705587989718,0.6633325,0.19350135,False,WT vs Aire_KO,WT,Aire_KO,True
Slc9a9,0.8922,0.1078,2.113412582663143,7.478603e-05,1.834649e-05,0.0,0.25,1.1382583,0.86647606,1.9456221,-4.7612076,7.791609,1.0172547,0.1351123,0.3169068835596155,0.09608006672226777,0.70195097,0.09890393,False,WT vs Aire_KO,WT,Aire_KO,False
Jag1,0.9088,0.09119999999999995,2.299070052241006,5.332538e-05,2.5436608e-05,0.0,0.25,1.135758,1.1518521,1.7292637,-4.988722,7.495859,0.6216652,0.174645,0.2996830333114223,0.11492910758965669,0.42164606,0.13704821,False,WT vs Aire_KO,WT,Aire_KO,False
Myo9a,0.885,0.11499999999999999,2.0406554409875968,4.69612e-05,1.9944191e-05,0.0,0.25,1.1346616,1.1071286,1.151063,-3.9711971,5.3014555,0.62309533,0.20550343,0.36062436457152247,0.16530442035028903,0.42517328,0.14645061,False,WT vs Aire_KO,WT,Aire_KO,False
Krt14,0.9166,0.08340000000000003,2.397022753716137,0.0003330742,0.00014190881,0.0,0.25,1.1318803,1.185956,2.0960956,-7.0738783,7.346387,4.5762863,2.0307,0.6215537348245322,0.46822351959965436,3.202735,1.3483529,False,WT vs Aire_KO,WT,Aire_KO,True
Snx13,0.8944,0.10560000000000003,2.136494647612388,3.5032408e-05,1.5311029e-05,0.0,0.25,1.1318245,1.114522,1.2006925,-2.9507208,5.7592487,0.47904232,0.18431935,0.32474134322112,0.15929941618014742,0.31119883,0.13456978,False,WT vs Aire_KO,WT,Aire_KO,False
Fchsd2,0.8934,0.10660000000000003,2.125950814570843,6.03461e-05,2.419012e-05,0.0,0.25,1.1314963,1.0583434,1.6579604,-4.2475357,7.258442,0.82551587,0.24236733,0.35560074158246613,0.17581317764803683,0.54736537,0.1851643,False,WT vs Aire_KO,WT,Aire_KO,False
Cryab,0.9048,0.09519999999999995,2.2517338890147465,8.6977336e-05,3.848469e-05,0.0,0.25,1.1308688,1.1433563,1.5553362,-4.767215,6.2361393,1.301115,0.43936315,0.34716823156512155,0.25070892410341405,0.7399769,0.3325336,False,WT vs Aire_KO,WT,Aire_KO,False
Fam171a1,0.9088,0.09119999999999995,2.299070052241006,2.9975226e-05,1.6399852e-05,0.0,0.25,1.1304734,1.1647043,1.9169576,-8.594189,7.2194138,0.27264842,0.15062532,0.133365229352307,0.07806505421184295,0.1880433,0.11394027,False,WT vs Aire_KO,WT,Aire_KO,False
Zcchc2,0.9028,0.09719999999999995,2.2287302416729853,3.3580312e-05,1.6176393e-05,0.0,0.25,1.1304152,1.1717658,1.4343295,-4.3470793,5.7354527,0.41995117,0.14478688,0.2821003528497251,0.11893244370308442,0.28803667,0.10687512,False,WT vs Aire_KO,WT,Aire_KO,False
Fyb2,0.9024,0.09760000000000002,2.224180295947297,2.8976447e-05,1.20636705e-05,0.0,0.25,1.1283578,1.155057,1.5692362,-4.0225506,6.48956,0.22211151,0.086905725,0.13091322289336282,0.07256046705587982,0.14500026,0.05790394,False,WT vs Aire_KO,WT,Aire_KO,False
Slc4a7,0.9176,0.08240000000000003,2.4101760184385133,7.5756885e-05,3.674121e-05,0.0,0.25,1.1280401,1.2275143,1.5614051,-4.3377705,5.7239876,0.9176266,0.31826356,0.37085102565638717,0.16780650542118136,0.6269295,0.22603466,False,WT vs Aire_KO,WT,Aire_KO,False
Tgtp1,0.9194,0.0806,2.4342225206667325,2.3586605e-05,1.2569867e-05,0.0,0.25,1.1268036,1.0284638,2.4235675,-7.691923,8.283054,0.13300683,0.029357778,0.07463668440882668,0.017180984153461216,0.09465474,0.020348357,False,WT vs Aire_KO,WT,Aire_KO,False
Barx2,0.9166,0.08340000000000003,2.397022753716137,4.5075936e-05,2.4083363e-05,0.0,0.25,1.1267995,1.1162844,2.067848,-5.0865555,7.7990685,0.50469464,0.15763119,0.19729681239160735,0.0814011676396994,0.30941817,0.11621454,False,WT vs Aire_KO,WT,Aire_KO,True
