"Table S12. Combined tentative target genes (TTGs) of Pou5f1, Sox2, and Nanog",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Features of OCT4/NANOG binding site,,,,,,Logratio of gene expression in lineage committed cells compared to ES*,,,,,,,,,,,,,,,,,,,,,,,,,,
Pcaf,1,1,1,-0.498,-0.248,-0.392583333,6.27,66.82,NA,-1,3,0,64364,1,0,74,40,15.4622,0,-0.2612,0,-0.4281,Down-regulated,Yes,Pcaf,p300/CBP-associated factor,,,,,,,,,,,,,,,,,,,
Pccb,1,0,0,-0.382,0,0,32.31,NA,NA,-1,0,0,-6389,0,0,0,17,7.2057,0,0.2437,0.4126,0,Up-regulated,No,Pccb,"propionyl Coenzyme A carboxylase, beta polypeptide",,,,,,,,,,,,,,,,,,,
Pck2,1,0,0,-0.426,0.673,-0.210268308,19.74,17.74,NA,1,1,2,11246,0,1,4,3,3.0305,0.41418,-0.2538,-0.2653,0,Mixed,No,Pck2,phosphoenolpyruvate carboxykinase 2 (mitochondrial),,,,,,,,,,,,,,,,,,,
Pcolce2,1,1,0,-1.108,-1.112,0,10.94,16.84,NA,-1,1,0,-24248,0,0,4,3,3.7495,-0.9437,-0.9489,-0.6075,0,Down-regulated,Yes,Pcolce2,procollagen C-endopeptidase enhancer 2,,,,,,,,,,,,,,,,,,,
Pcsk1n,0,0,1,0,0,-0.251656501,NA,NA,45.58,-1,0,0,-302,0,0,2,0,2.5823,0.17638,0,0.2963,0,Up-regulated,No,Pcsk1n,proprotein convertase subtilisin/kexin type 1 inhibitor,,,,,,,,,,,,,,,,,,,
Pcyt1b,0,1,1,0,-0.506,-0.212,NA,21.02,55.27,-1,1,0,9123,0,0,1,4,3.7439,-0.3377,-0.1872,0.2781,-0.3779,Mixed,No,Pcyt1b,"phosphate cytidylyltransferase 1, choline, beta isoform",,,,,,,,,,,,,,,,,,,
Pdcl2,1,1,1,-0.248,-0.31,-0.420866003,31.61,35.17,NA,-1,3,0,9070,0,0,6,6,6.5848,-0.27663,-0.2794,-0.23,-0.248,Down-regulated,Yes,Pdcl2,phosducin-like 2,,,,,,,,,,,,,,,,,,,
Pde1b,0,0,1,0,0,0.202,NA,NA,35.81,1,0,0,136,1,0,3,1,2.5362,-0.27501,0,0,-0.3076,Down-regulated,No,Pde1b,"phosphodiesterase 1B, Ca2 -calmodulin dependent",,,,,,,,,,,,,,,,,,,
Pdk1,0,0,1,-0.611,-0.394,-0.446380944,32.37,20.99,69.99,-1,3,0,-4729,0,1,2,1,3.1689,-0.3994,-0.9845,-0.6915,-0.9174,Down-regulated,Yes,Pdk1,"pyruvate dehydrogenase kinase, isoenzyme 1",,,,,,,,,,,,,,,,,,,
Pdss1,0,0,1,-0.254,-0.263,-0.345,96.68,80.68,15.91,-1,3,0,4998,0,0,2,5,5.3742,0,-0.1831,-0.5462,-0.2381,Down-regulated,Yes,Pdss1,"prenyl (solanesyl) diphosphate synthase, subunit 1",,,,,,,,,,,,,,,,,,,
Pdzd2,0,0,1,0,0,0.304837303,NA,NA,NA,1,0,0,-370,1,0,2,3,2.8789,0,0,0,0,No change,No,Pdzd2,PDZ domain containing 2,,,,,,,,,,,,,,,,,,,
Pecam1,1,0,0,-0.307,0.191,0,24.52,11.24,NA,-1,0,1,-9153,0,1,3,5,5.1535,0,-0.3693,0,-0.3273,Down-regulated,Yes,Pecam1,platelet/endothelial cell adhesion molecule 1,,,,,,,,,,,,,,,,,,,
Pecr,1,0,1,-0.454,0,-0.193585105,53.13,NA,NA,-1,1,0,43045,0,1,0,21,5.3241,-0.32396,-0.3782,-0.5395,-0.3811,Down-regulated,Yes,Pecr,peroxisomal trans-2-enoyl-CoA reductase,,,,,,,,,,,,,,,,,,,
Pfkp,0,0,1,-0.434,0.273,-0.604044622,34.3,74.96,16.61,-1,1,2,23926,0,0,2,1,2.1907,0.2739,-0.2726,0.2163,-0.4082,Mixed,No,Pfkp,"phosphofructokinase, platelet",,,,,,,,,,,,,,,,,,,
Phactr1,1,0,0,0.279,0.366,0,10.52,63.6,NA,1,1,0,6501,0,0,2,5,3.1461,0.91093,0.1894,No data,0,Up-regulated,Yes,Phactr1,phosphatase and actin regulator 1,,,,,,,,,,,,,,,,,,,
Phc1,1,1,0,-0.519,-0.236,0,8.94,68.78,NA,-1,1,0,-1096,0,0,3,17,13.9659,-0.72249,-0.5535,-0.4139,-0.9306,Down-regulated,Yes,Phc1,polyhomeotic-like 1 (Drosophila),,,,,,,,,,,,,,,,,,,
Pias2,0,0,1,-0.205,-0.219,-0.182,10.33,65.14,77.6,-1,3,0,-26772,0,1,3,7,4.587,0,0,0,0,No change,No,Pias2,protein inhibitor of activated STAT 2,,,,,,,,,,,,,,,,,,,
Pigl,1,0,0,-0.5,-0.273,0,9.22,64.52,NA,-1,1,0,-7736,0,1,2,3,3.9837,0,-0.4204,0,-0.2932,Down-regulated,Yes,Pigl,"phosphatidylinositol glycan anchor biosynthesis, class L",,,,,,,,,,,,,,,,,,,
Pipox,0,0,1,0,0,-0.276,NA,NA,53.07,-1,0,0,-301,0,0,3,5,8.4703,-0.21,0,0,0,Down-regulated,Yes,Pipox,pipecolic acid oxidase,,,,,,,,,,,,,,,,,,,
Pkia,0,0,1,0,0,0.2761,NA,NA,NA,1,0,0,-1981,0,0,1,2,2.6883,-0.2051,0.9467,0.3773,0.4195,Mixed,No,Pkia,"protein kinase inhibitor, alpha",,,,,,,,,,,,,,,,,,,
Pla2g10,0,0,1,-0.79,-0.302,-0.269578803,28.7,80.81,56.31,-1,3,0,-2551,0,0,2,0,2.0913,-0.49857,-1.0794,-0.6458,-1.0466,Down-regulated,Yes,Pla2g10,"phospholipase A2, group X",,,,,,,,,,,,,,,,,,,
Pla2g4e,1,0,1,-0.267,0,-0.19835,6.62,NA,NA,-1,1,0,1481,0,1,1,4,5.6514,-0.3627,-0.2656,-0.3085,0,Down-regulated,Yes,Pla2g4e,"phospholipase A2, group IVE",,,,,,,,,,,,,,,,,,,
Plagl1,0,0,1,0,0.728,0.373218614,NA,48.55,NA,1,1,0,-7790,0,0,2,9,3.4885,0,0,0,0.2562,Up-regulated,Yes,Plagl1,pleiomorphic adenoma gene-like 1,,,,,,,,,,,,,,,,,,,
Plcb4,1,0,0,-0.305,-0.249,0.178240824,10.88,58.67,NA,-1,1,2,-44258,0,0,3,10,4.7479,0,0,No data,0,No change,No,Plcb4,"phospholipase C, beta 4",,,,,,,,,,,,,,,,,,,
Plekha5,0,1,0,0,-0.191,0,NA,92.49,NA,-1,0,0,33505,0,0,8,11,6.5221,0,0,0,0,No change,No,Plekha5,"pleckstrin homology domain containing, family A member 5",,,,,,,,,,,,,,,,,,,
Plekhf2,0,1,0,0,-0.199,0,NA,42.74,NA,-1,0,0,75122,0,0,4,32,7.5726,0,-0.9191,-0.8796,-0.7159,Down-regulated,No,Plekhf2,"pleckstrin homology domain containing, family F (with FYVE domain) member 2",,,,,,,,,,,,,,,,,,,
Plekhg3,1,0,0,-0.252,0,0,32.88,NA,NA,-1,0,0,1165,0,0,0,18,10.9658,0,0,0,0,No change,No,Plekhg3,"pleckstrin homology domain containing, family G (with RhoGef domain) member 3",,,,,,,,,,,,,,,,,,,
Plekhg5,1,0,0,-0.36,0.219,0,22.35,9.31,NA,-1,0,1,966,0,0,4,3,7.6747,-0.2346,-0.2993,-0.2131,-0.3549,Down-regulated,Yes,Plekhg5,"pleckstrin homology domain containing, family G (with RhoGef domain) member 5",,,,,,,,,,,,,,,,,,,
Plscr1,1,0,0,-0.512,-0.545,0,17.04,9.56,NA,-1,1,0,-5159,0,0,6,1,4.8069,-0.3235,-0.493,0,0,Down-regulated,Yes,Plscr1,phospholipid scramblase 1,,,,,,,,,,,,,,,,,,,
Pnma2,0,0,1,-0.305,-0.251,-0.370250218,18.47,41.76,NA,-1,3,0,-868,1,0,6,0,4.0306,-0.323,-0.6349,0,-0.4759,Down-regulated,Yes,Pnma2,paraneoplastic antigen MA2,,,,,,,,,,,,,,,,,,,
Pnp,1,1,0,-0.896,-0.471,0.202426055,17.61,27.43,NA,-1,1,2,-5912,0,1,0,7,4.2259,0,-0.3406,0,0,Down-regulated,Yes,Pnp,purine-nucleoside phosphorylase,,,,,,,,,,,,,,,,,,,
Pnpla3,1,0,0,-0.615,0,0.194414864,15.76,NA,NA,-1,0,1,-1631,1,0,3,3,5.2608,-0.54822,0.5212,-0.2499,-0.4619,Mixed,No,Pnpla3,patatin-like phospholipase domain containing 3,,,,,,,,,,,,,,,,,,,
Pole,0,0,1,0,0,-0.179,NA,NA,82.98,-1,0,0,628,0,0,2,0,2.5738,0,0,-0.3303,-0.2195,Down-regulated,Yes,Pole,"polymerase (DNA directed), epsilon",,,,,,,,,,,,,,,,,,,
Pole4,0,1,0,-0.209,-0.377,0,18.78,39.5,NA,-1,1,0,40535,0,1,3,14,5.6372,0.3228,0,No data,-0.2392,Mixed,No,Pole4,"polymerase (DNA-directed), epsilon 4 (p12 subunit)",,,,,,,,,,,,,,,,,,,
Polr3g,0,0,1,-0.496,-0.312,-0.351492677,21.63,66.14,NA,-1,3,0,-150,1,0,3,0,2.2629,-0.27438,-0.8723,-0.8607,-0.6026,Down-regulated,Yes,Polr3g,polymerase (RNA) III (DNA directed) polypeptide G,,,,,,,,,,,,,,,,,,,
Pou5f1,0,1,0,-0.978,-0.406,0,0.87,43.46,NA,-1,1,0,-1063,0,0,2,29,17.568,-0.91424,-1.1355,-0.9256,-1.1374,Down-regulated,Yes,Pou5f1,"POU domain, class 5, transcription factor 1",,,,,,,,,,,,,,,,,,,
Ppat,0,0,1,-0.537,-0.288,-0.225,49.91,43.73,52.32,-1,3,0,-273,1,0,2,1,3.4145,0,-0.5632,-0.7972,-0.3305,Down-regulated,Yes,Ppat,phosphoribosyl pyrophosphate amidotransferase,,,,,,,,,,,,,,,,,,,
Ppp1r14a,0,0,1,0,0,-0.364640042,NA,NA,NA,-1,0,0,9251,0,0,0,2,1.7706,0.29438,-1.0151,-0.6861,-0.36,Mixed,No,Ppp1r14a,"protein phosphatase 1, regulatory (inhibitor) subunit 14A",,,,,,,,,,,,,,,,,,,
Ppp1r1a,1,0,0,-0.497,-0.239,0,23.1,59.09,NA,-1,1,0,-435,0,0,0,4,4.4812,-0.78314,0,0,-0.8156,Down-regulated,Yes,Ppp1r1a,"protein phosphatase 1, regulatory (inhibitor) subunit 1A",,,,,,,,,,,,,,,,,,,
Ppp1r9a,1,0,0,-0.474,-0.325,0,22.34,41.16,NA,-1,1,0,4296,0,0,3,4,5.6236,0,0,0,-0.5425,Down-regulated,Yes,Ppp1r9a,"protein phosphatase 1, regulatory (inhibitor) subunit 9A",,,,,,,,,,,,,,,,,,,
Ppp2r2d,1,0,0,-0.239,0,0,16.87,NA,NA,-1,0,0,4001,0,0,8,5,8.1983,-0.18684,-0.2013,0,-0.178,Down-regulated,Yes,Ppp2r2d,"protein phosphatase 2, regulatory subunit B, delta isoform",,,,,,,,,,,,,,,,,,,
Ppp2r5c,0,0,1,-0.178,0,-0.257,71.28,NA,45.21,-1,1,0,-14076,0,1,2,7,4.9033,-0.1779,0,-0.4862,0,Down-regulated,Yes,Ppp2r5c,"protein phosphatase 2, regulatory subunit B (B56), gamma isoform",,,,,,,,,,,,,,,,,,,
Pramel6,0,0,1,0,0,0.442624391,NA,NA,NA,1,0,0,9316,0,0,1,8,3.0625,0,0,0,0,No change,No,Pramel6,preferentially expressed antigen in melanoma like 6,,,,,,,,,,,,,,,,,,,
Pramel7,0,1,0,-0.254,-0.39,0.228922535,15.1,35.69,NA,-1,1,2,-4772,0,1,2,3,4.4536,0,-0.5005,0,-0.5583,Down-regulated,Yes,Pramel7,preferentially expressed antigen in melanoma like 7,,,,,,,,,,,,,,,,,,,
Prdm5,1,1,0,-0.495,-0.592,0,11.42,19.6,NA,-1,1,0,18027,0,0,2,5,4.0395,-0.93318,-0.3616,No data,0,Down-regulated,Yes,Prdm5,PR domain containing 5,,,,,,,,,,,,,,,,,,,
Prickle1,0,0,1,0,0,0.73,NA,NA,15.27,1,0,0,-2106,0,0,5,21,5.4337,0,0,No data,0,No change,No,Prickle1,prickle like 1 (Drosophila),,,,,,,,,,,,,,,,,,,
Prickle2,1,0,0,-0.238,0.181,0,4.12,91.88,NA,-1,0,1,-14410,0,1,1,22,7.9407,0,0.3441,No data,0.5239,Up-regulated,No,Prickle2,prickle-like 2 (Drosophila),,,,,,,,,,,,,,,,,,,
Prkcb1,0,1,0,0,-0.28,0,NA,55.97,NA,-1,0,0,-9813,0,0,8,6,7.0562,-0.29762,1.5207,0.7848,0,Mixed,No,Prkcb1,"protein kinase C, beta 1",,,,,,,,,,,,,,,,,,,
Prkcbp1,1,0,0,-0.525,0,0,20.26,NA,NA,-1,0,0,1596,0,0,2,3,5.6888,-0.1858,-0.3884,-0.2535,-0.4517,Down-regulated,Yes,Prkcbp1,protein kinase C binding protein 1,,,,,,,,,,,,,,,,,,,
Prpsap1,1,0,0,-0.339,0,0,43.2,NA,NA,-1,0,0,1588,0,0,4,1,5.2847,0,-0.3265,0,-0.1766,Down-regulated,Yes,Prpsap1,phosphoribosyl pyrophosphate synthetase-associated protein 1,,,,,,,,,,,,,,,,,,,
Prtg,1,0,1,0.625,0.3,0.526,8.22,27.4,53.08,1,3,0,5054,0,0,8,3,3.8134,-0.87884,-0.6889,-0.1841,-0.7178,Down-regulated,No,Prtg,protogenin homolog (Gallus gallus),,,,,,,,,,,,,,,,,,,
Psip1,0,0,1,-0.348,-0.189,-0.315900877,73,91.81,NA,-1,3,0,47296,0,0,2,6,3.4863,0,-0.2276,-0.5637,-0.3135,Down-regulated,Yes,Psip1,PC4 and SFRS1 interacting protein 1,,,,,,,,,,,,,,,,,,,
Psme4,1,0,0,-0.316,-0.246,0,33.78,64.61,NA,-1,1,0,-21499,0,1,2,7,4.4492,-0.2552,-0.1895,-0.2955,-0.2359,Down-regulated,Yes,Psme4,"proteasome (prosome, macropain) activator subunit 4",,,,,,,,,,,,,,,,,,,
Ptch1,1,0,1,-0.633,0,-0.467,61,NA,15.99,-1,1,0,-3914,0,0,6,7,8.3875,0,0,0,0,No change,No,Ptch1,patched homolog 1,,,,,,,,,,,,,,,,,,,
Ptger2,0,1,0,0,-0.328,0,NA,17.24,NA,-1,0,0,6153,0,0,0,10,5.2362,-0.24309,-0.2132,0,0,Down-regulated,No,Ptger2,prostaglandin E receptor 2 (subtype EP2),,,,,,,,,,,,,,,,,,,
Pura,0,0,1,-0.21,0,-0.242516667,20.32,NA,NA,-1,1,0,-26971,0,0,3,15,6.3823,0.35944,0,0.3814,0,Up-regulated,No,Pura,purine rich element binding protein A,,,,,,,,,,,,,,,,,,,
Pycr1,0,0,1,0,0,-0.44794624,NA,NA,NA,-1,0,0,2782,0,0,0,2,2.3244,0.18091,0,0,0,Up-regulated,No,Pycr1,pyrroline-5-carboxylate reductase 1,,,,,,,,,,,,,,,,,,,
Pycr2,1,0,0,-0.262,0,0,94.68,NA,NA,-1,0,0,20714,0,0,8,15,8.1227,-0.18156,-0.2293,0,-0.2406,Down-regulated,Yes,Pycr2,"pyrroline-5-carboxylate reductase family, member 2",,,,,,,,,,,,,,,,,,,
Qk,1,0,0,0.2,0.264,0,22.76,18.97,NA,1,1,0,-112586,0,0,7,32,4.0621,0,1.0676,0.9506,0.2312,Up-regulated,Yes,Qk,quaking,,,,,,,,,,,,,,,,,,,
Qprt,0,0,1,0,0.361,-0.32510806,NA,21.82,NA,1,0,1,266,0,0,2,0,1.628,0,0,No data,-0.4919,Down-regulated,Yes,Qprt,quinolinate phosphoribosyltransferase,,,,,,,,,,,,,,,,,,,
Rab1,0,0,1,0.254,0,-0.199792765,86.36,NA,NA,1,0,1,30287,0,0,3,25,3.9901,0.26491,0,0,0,Up-regulated,Yes,Rab1,"RAB1, member RAS oncogene family",,,,,,,,,,,,,,,,,,,
Rab27a,1,1,1,-0.859,-0.251,-0.1789,32.28,62.95,NA,-1,3,0,6785,0,0,4,8,7.0086,0,-0.8969,-0.7255,-0.7054,Down-regulated,Yes,Rab27a,"RAB27A, member RAS oncogene family",,,,,,,,,,,,,,,,,,,
Rab7l1,1,0,0,-0.321,0.181,0,18.81,93.44,NA,-1,0,1,24042,0,1,5,16,7.348,-0.65734,0,0.6526,0.3409,Mixed,No,Rab7l1,"RAB7, member RAS oncogene family-like 1",,,,,,,,,,,,,,,,,,,
Rabif,1,0,0,-0.274,0,0,39.47,NA,NA,-1,0,0,40862,0,0,4,38,9.5127,0.21463,0.2302,0,0,Up-regulated,No,Rabif,RAB interacting factor,,,,,,,,,,,,,,,,,,,
Rage,1,0,0,-0.424,0.194,0,9.22,11.86,NA,-1,0,1,3297,0,0,4,7,7.8163,-0.53619,-0.6131,-0.2359,-0.5265,Down-regulated,Yes,Rage,renal tumor antigen,,,,,,,,,,,,,,,,,,,
Rai1,0,0,1,0,0,-0.268,NA,NA,33.5,-1,0,0,-4648,0,0,0,4,3.1722,0,0,0,0,No change,No,Rai1,retinoic acid induced 1,,,,,,,,,,,,,,,,,,,
Rai14,1,0,0,-0.271,0,0,87.22,NA,NA,-1,0,0,-9593,0,0,2,21,9.0277,-0.1839,-0.8048,-0.8743,0.1964,Mixed,No,Rai14,retinoic acid induced 14,,,,,,,,,,,,,,,,,,,
Ralgds,0,0,1,0.811,0.571,0.289,23.53,28.45,19.22,1,3,0,-6215,0,0,1,9,3.3219,0.4444,0.2598,0.2248,-0.2585,Mixed,No,Ralgds,ral guanine nucleotide dissociation stimulator,,,,,,,,,,,,,,,,,,,
Ranbp17,1,0,0,-0.24,0,0,63.72,NA,NA,-1,0,0,-16929,0,0,2,26,8.8632,0.2567,-0.7088,-0.7034,-0.6001,Mixed,No,Ranbp17,RAN binding protein 17,,,,,,,,,,,,,,,,,,,
Rara,0,0,1,0,0,-0.407,NA,NA,45.78,-1,0,0,715,1,0,6,0,4.0254,0,0,0.2439,0,Up-regulated,No,Rara,"retinoic acid receptor, alpha",,,,,,,,,,,,,,,,,,,
Rarg,0,0,1,0,0,-0.258,NA,NA,42.04,-1,0,0,78,0,0,6,0,5.0823,0,0,0,0,No change,No,Rarg,"retinoic acid receptor, gamma",,,,,,,,,,,,,,,,,,,
Rarres1,1,0,0,-0.198,0,0,37.88,NA,NA,-1,0,0,11576,0,0,1,11,5.7798,0,0,0,0,No change,No,Rarres1,retinoic acid receptor responder (tazarotene induced) 1,,,,,,,,,,,,,,,,,,,
Rasgrp2,0,0,1,-0.627,-0.626,-0.237,14.93,44.08,38.06,-1,3,0,1320,1,0,2,1,3.168,0,-0.2585,0,-0.2524,Down-regulated,Yes,Rasgrp2,"RAS, guanyl releasing protein 2",,,,,,,,,,,,,,,,,,,
Rbm14,1,0,0,-0.43,0,0,30,NA,NA,-1,0,0,1203,0,0,15,0,8.5728,0,0,-0.1978,0,Down-regulated,Yes,Rbm14,RNA binding motif protein 14,,,,,,,,,,,,,,,,,,,
Rbp1,0,1,0,0.399,-0.243,0.485,11.53,33.71,33.19,1,1,2,-1456,0,0,0,3,1.7838,-0.20276,-0.7375,-0.7182,0,Down-regulated,No,Rbp1,"retinol binding protein 1, cellular",,,,,,,,,,,,,,,,,,,
Rbpms2,1,0,0,-0.758,-0.309,0,33.49,60.93,NA,-1,1,0,-37,1,0,2,3,5.2974,-0.2578,-0.7387,-0.8488,-0.5594,Down-regulated,Yes,Rbpms2,RNA binding protein with multiple splicing 2,,,,,,,,,,,,,,,,,,,
Rbpsuh,1,1,0,-0.509,-0.414,0,27.82,50.01,NA,-1,1,0,-84137,0,0,0,25,5.1169,-0.347,-0.752,-0.6866,-0.2499,Down-regulated,Yes,Rbpsuh,recombining binding protein suppressor of hairless (Drosophila),,,,,,,,,,,,,,,,,,,
Rcor2,1,1,1,-0.849,-0.358,-0.262731454,17.93,37.35,NA,-1,3,0,-5634,0,1,6,26,12.9719,-0.53395,-0.7989,-0.6216,-1.456,Down-regulated,Yes,Rcor2,REST corepressor 2,,,,,,,,,,,,,,,,,,,
Rest,0,0,1,-0.203,0,-0.41,13.64,NA,20.61,-1,1,0,-3215,0,0,5,5,7.4433,-0.3611,-1.138,-1.1534,-0.587,Down-regulated,Yes,Rest,RE1-silencing transcription factor,,,,,,,,,,,,,,,,,,,
Ric8b,1,0,0,-0.363,-0.238,0,16.79,23.49,NA,-1,1,0,-6944,0,0,1,9,5.8813,0,0.2144,0.1802,0,Up-regulated,No,Ric8b,resistance to inhibitors of cholinesterase 8 homolog B (C. elegans),,,,,,,,,,,,,,,,,,,
Rif1,1,1,0,-0.508,-0.461,0,20.9,35.61,NA,-1,1,0,-1004,1,0,24,6,16.6123,-0.36921,-0.6333,-0.7242,-0.9437,Down-regulated,Yes,Rif1,Rap1 interacting factor 1 homolog (yeast),,,,,,,,,,,,,,,,,,,
Rims2,0,1,0,0,-0.278,0.304782034,NA,47.7,NA,1,0,1,43477,0,1,2,6,2.6636,-0.33845,0,0,-0.3955,Down-regulated,No,Rims2,regulating synaptic membrane exocytosis 2,,,,,,,,,,,,,,,,,,,
Rmnd5b,0,0,1,-0.361,0,-0.305,21.76,NA,57.55,-1,1,0,-549,0,0,2,0,2.5752,-0.28155,-0.3152,-0.2369,-0.2324,Down-regulated,Yes,Rmnd5b,required for meiotic nuclear division 5 homolog B (S. cerevisiae),,,,,,,,,,,,,,,,,,,
Rnf125,1,0,0,-0.311,-0.189,0,7.51,91.57,NA,-1,1,0,313,1,0,1,3,4.4055,0,-0.6984,No data,-0.4602,Down-regulated,Yes,Rnf125,ring finger protein 125,,,,,,,,,,,,,,,,,,,
Ror1,1,0,0,-0.221,0.204,0,33.7,42.57,NA,-1,0,1,1963,0,0,2,6,7.1673,0,0,0,0,No change,No,Ror1,receptor tyrosine kinase-like orphan receptor 1,,,,,,,,,,,,,,,,,,,
Rpap1,1,0,0,-0.501,0,-0.251,26.6,NA,61.53,-1,1,0,-2739,0,0,3,2,4.9585,0,-0.3432,0,-0.4839,Down-regulated,Yes,Rpap1,RNA polymerase II associated protein 1,,,,,,,,,,,,,,,,,,,
Rpe,0,1,0,0,-0.261,0,NA,44.1,NA,-1,0,0,-707,0,1,6,12,13.9241,0,0,0,0,No change,No,Rpe,ribulose-5-phosphate-3-epimerase,,,,,,,,,,,,,,,,,,,
Rpl37a,1,0,0,-0.413,0,0,34.22,NA,NA,-1,0,0,81889,0,1,0,29,5.5826,-0.2293,-0.2706,-0.5733,0,Down-regulated,Yes,Rpl37a,ribosomal protein L37a,,,,,,,,,,,,,,,,,,,
Rpusd4,1,0,0,0.257,0,0,11.52,NA,NA,1,0,0,37634,0,0,16,9,4.1147,-0.2073,-0.3311,-0.4921,-0.3013,Down-regulated,No,Rpusd4,RNA pseudouridylate synthase domain containing 4,,,,,,,,,,,,,,,,,,,
Rrn3,1,0,0,-0.225,-0.186,0,45.27,87.92,NA,-1,1,0,5254,0,0,0,11,5.7552,-0.3261,-0.394,-0.4749,-0.3132,Down-regulated,Yes,Rrn3,RRN3 RNA polymerase I transcription factor homolog (yeast),,,,,,,,,,,,,,,,,,,
Rufy3,0,1,0,0,-0.373,0,NA,28.4,NA,-1,0,0,19723,0,0,0,3,1.9151,0,1.0249,0.2966,0,Up-regulated,No,Rufy3,RUN and FYVE domain containing 3,,,,,,,,,,,,,,,,,,,
Safb2,0,0,1,-0.373,-0.186,-0.176116667,24.92,91.84,NA,-1,3,0,2256,0,1,2,1,3.7406,-0.1786,0,0,0,Down-regulated,Yes,Safb2,scaffold attachment factor B2,,,,,,,,,,,,,,,,,,,
Sall1,0,0,1,0,0,-0.261026541,NA,NA,NA,-1,0,0,39281,0,0,9,15,7.2589,-0.92953,-0.2237,-0.2606,-1.5149,Down-regulated,Yes,Sall1,sal-like 1 (Drosophila),,,,,,,,,,,,,,,,,,,
Sall4,1,0,1,-0.303,0,0.21060498,54.11,NA,NA,-1,0,1,751,0,0,3,7,9.6581,0,-0.3752,0,-0.3193,Down-regulated,Yes,Sall4,sal-like 4 (Drosophila),,,,,,,,,,,,,,,,,,,
Sap30,1,0,0,-1.224,-0.599,0,10.33,21.48,NA,-1,1,0,-1758,0,1,2,1,3.9532,-0.798,-0.2693,-0.6493,-0.6997,Down-regulated,Yes,Sap30,sin3 associated polypeptide,,,,,,,,,,,,,,,,,,,
Sars,1,0,0,-0.378,0,0,33.59,NA,NA,-1,0,0,-189,1,0,2,2,4.4365,0,0,-0.1794,0,Down-regulated,Yes,Sars,seryl-aminoacyl-tRNA synthetase,,,,,,,,,,,,,,,,,,,
Scap,1,0,1,0.392,0.19,0.294,63.72,57.43,14.33,1,3,0,-10456,0,1,3,16,4.0389,0.21705,0.3146,0.5161,0.1785,Up-regulated,Yes,Scap,SREBF chaperone,,,,,,,,,,,,,,,,,,,
Scd1,0,0,1,0.625,0.422,-0.233107394,43.25,53,NA,1,1,2,31401,0,0,2,2,2.1272,0.2376,0.6427,0.4423,0.2232,Up-regulated,Yes,Scd1,stearoyl-Coenzyme A desaturase 1,,,,,,,,,,,,,,,,,,,
Schip1,1,1,1,-0.404,-0.226,-0.238566813,17,45.63,NA,-1,3,0,-6859,0,0,0,12,5.7208,-0.24267,0.3927,0,0,Mixed,No,Schip1,schwannomin interacting protein 1,,,,,,,,,,,,,,,,,,,
Sdf2,1,0,0,0.469,0.295,0,62.01,60.91,NA,1,1,0,1975,0,1,6,5,4.2766,0.27917,0,0,0,Up-regulated,Yes,Sdf2,stromal cell derived factor 2,,,,,,,,,,,,,,,,,,,
Sec11c,0,1,0,0,-0.268,0,NA,10.91,NA,-1,0,0,33101,0,0,4,9,5.1481,0,0.4675,0,0.2456,Up-regulated,No,Sec11c,SEC11 homolog C (S. cerevisiae),,,,,,,,,,,,,,,,,,,
Sec14l1,0,0,1,0,0,-0.225,NA,NA,37.61,-1,0,0,-33055,0,0,5,27,8.6559,0.25381,-0.2526,0,0,Mixed,No,Sec14l1,SEC14-like 1 (S. cerevisiae),,,,,,,,,,,,,,,,,,,
Sema3e,0,1,0,0.361,-0.285,0.48265,94.47,19.36,NA,1,1,2,-42953,0,0,3,6,2.8315,0,-0.9719,-0.4902,0.1858,Mixed,No,Sema3e,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E",,,,,,,,,,,,,,,,,,,
Sema4a,0,0,1,0,0,-0.501,NA,NA,36.61,-1,0,0,-350,0,0,2,0,2.5823,0,-0.1788,0,0,Down-regulated,Yes,Sema4a,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A",,,,,,,,,,,,,,,,,,,
Sema6a,1,0,0,0.214,-0.473,0.5388,51.55,8.74,NA,1,1,2,-124708,0,0,4,16,3.2147,-0.3117,1.1293,0,0.2717,Mixed,No,Sema6a,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A",,,,,,,,,,,,,,,,,,,
Sept1,1,1,0,-0.687,-0.405,0,14.54,46.42,NA,-1,1,0,-6702,0,1,1,12,6.8606,-0.2103,-0.3791,0,-0.3539,Down-regulated,Yes,Sept1,septin 1,,,,,,,,,,,,,,,,,,,
Sept11,0,1,0,-0.245,-0.343,0.176483333,107.88,17.9,NA,-1,1,2,7859,0,0,6,1,4.3847,0,-0.3078,-0.6419,0.2066,Mixed,No,Sept11,septin 11,,,,,,,,,,,,,,,,,,,
Sertad2,1,0,0,-0.348,-0.479,-0.353866667,13.14,38.01,NA,-1,3,0,489,1,0,2,2,4.4412,-0.67856,0.2099,0,0.2976,Mixed,No,Sertad2,similar to PRAME family member 8,,,,,,,,,,,,,,,,,,,
