Gene Symbol,Ensembl ID,GNF GeneAtlas
Sprr2d,ENSMUSG00000042212,TRE
Anubl1,ENSMUSG00000042213,TRE
Sgsm1,ENSMUSG00000042216,TRE
Ammecr1,ENSMUSG00000042225,TRE
Crybb2,ENSMUSG00000042240,TRE
Cyp2c37,ENSMUSG00000042248,TRE
Pm20d1,ENSMUSG00000042251,TRE
3110082D06Rik,ENSMUSG00000042256,TRE
Isl1,ENSMUSG00000042258,TRE
Trem1,ENSMUSG00000042265,TRE
Hsd3b7,ENSMUSG00000042289,TRE
Gm5617,ENSMUSG00000042293,TRE
S100a14,ENSMUSG00000042306,TRE
Prox2,ENSMUSG00000042320,TRE
Ctf1,ENSMUSG00000042340,TRE
Ubash3a,ENSMUSG00000042345,TRE
Ikbke,ENSMUSG00000042349,TRE
Grap2,ENSMUSG00000042351,TRE
Gjb5,ENSMUSG00000042357,TRE
4930433N12Rik,ENSMUSG00000042360,TRE
Gjb3,ENSMUSG00000042367,TRE
Slc5a10,ENSMUSG00000042371,TRE
Dmrt3,ENSMUSG00000042372,TRE
Fam83g,ENSMUSG00000042377,TRE
Esm1,ENSMUSG00000042379,TRE
Tex13,ENSMUSG00000042386,TRE
Dlgap3,ENSMUSG00000042388,TRE
Tsen2,ENSMUSG00000042389,TRE
Crtac1,ENSMUSG00000042401,TRE
Ccno,ENSMUSG00000042417,TRE
Mfap4,ENSMUSG00000042436,TRE
Hoxd1,ENSMUSG00000042448,TRE
Mybph,ENSMUSG00000042451,TRE
Reln,ENSMUSG00000042453,TRE
Bpifa2,ENSMUSG00000042459,TRE
Hoxd4,ENSMUSG00000042464,TRE
Faim3,ENSMUSG00000042474,TRE
Abcb4,ENSMUSG00000042476,TRE
Tfap2e,ENSMUSG00000042477,TRE
Mustn1,ENSMUSG00000042485,TRE
Cpa6,ENSMUSG00000042501,TRE
Klhl14,ENSMUSG00000042514,TRE
Mum1l1,ENSMUSG00000042515,TRE
Dnalc1,ENSMUSG00000042523,TRE
4933428M09Rik,ENSMUSG00000042525,TRE
Kcnj12,ENSMUSG00000042529,TRE
Golga7b,ENSMUSG00000042532,TRE
Zp3r,ENSMUSG00000042554,TRE
4933432B09Rik,ENSMUSG00000042564,TRE
4632404H12Rik,ENSMUSG00000042579,TRE
Thsd7b,ENSMUSG00000042581,TRE
Cux2,ENSMUSG00000042589,TRE
Kcna4,ENSMUSG00000042604,TRE
Asb4,ENSMUSG00000042607,TRE
Oscp1,ENSMUSG00000042616,TRE
Maff,ENSMUSG00000042622,TRE
Acad12,ENSMUSG00000042647,TRE
Dusp15,ENSMUSG00000042662,TRE
Rgs8,ENSMUSG00000042671,TRE
Dcst1,ENSMUSG00000042672,TRE
Myo15,ENSMUSG00000042678,TRE
Jph1,ENSMUSG00000042686,TRE
Sipa1l1,ENSMUSG00000042700,TRE
Dnali1,ENSMUSG00000042707,TRE
1700012A16Rik,ENSMUSG00000042708,TRE
Atpaf2,ENSMUSG00000042709,TRE
Map3k9,ENSMUSG00000042724,TRE
Ttc9,ENSMUSG00000042734,TRE
Sgtb,ENSMUSG00000042743,TRE
Bex2,ENSMUSG00000042750,TRE
Nmnat2,ENSMUSG00000042751,TRE
Tmem108,ENSMUSG00000042757,TRE
Apobr,ENSMUSG00000042759,TRE
Mrap2,ENSMUSG00000042761,TRE
Maneal,ENSMUSG00000042763,TRE
Trim46,ENSMUSG00000042766,TRE
Aqp11,ENSMUSG00000042797,TRE
1700015E13Rik,ENSMUSG00000042800,TRE
Gpr153,ENSMUSG00000042804,TRE
Hecw2,ENSMUSG00000042807,TRE
Gpx2,ENSMUSG00000042808,TRE
Krba1,ENSMUSG00000042810,TRE
Foxf1a,ENSMUSG00000042812,TRE
Gpr151,ENSMUSG00000042816,TRE
Flt3,ENSMUSG00000042817,TRE
Snai1,ENSMUSG00000042821,TRE
Fgf11,ENSMUSG00000042826,TRE
Wfdc12,ENSMUSG00000042845,TRE
Lrrtm3,ENSMUSG00000042846,TRE
Lhfpl4,ENSMUSG00000042873,TRE
1700110M21Rik,ENSMUSG00000042888,TRE
Abra,ENSMUSG00000042895,TRE
Foxo4,ENSMUSG00000042903,TRE
Mamstr,ENSMUSG00000042918,TRE
Greb1l,ENSMUSG00000042942,TRE
4922501L14Rik,ENSMUSG00000042943,TRE
Egflam,ENSMUSG00000042961,TRE
Upk3b,ENSMUSG00000042985,TRE
Notum,ENSMUSG00000042988,TRE
Onecut1,ENSMUSG00000043013,TRE
Tmem194b,ENSMUSG00000043015,TRE
Ptgir,ENSMUSG00000043017,TRE
Wdr63,ENSMUSG00000043020,TRE
Ccdc63,ENSMUSG00000043036,TRE
Tnp2,ENSMUSG00000043050,TRE
Fam89a,ENSMUSG00000043068,TRE
Tmem82,ENSMUSG00000043085,TRE
Hic1,ENSMUSG00000043099,TRE
Lrrn4,ENSMUSG00000043110,TRE
A530016L24Rik,ENSMUSG00000043122,TRE
Aqp6,ENSMUSG00000043144,TRE
Ispd,ENSMUSG00000043153,TRE
Hpdl,ENSMUSG00000043155,TRE
Tmem212,ENSMUSG00000043164,TRE
Lor,ENSMUSG00000043165,TRE
Fam129c,ENSMUSG00000043243,TRE
Pyhin1,ENSMUSG00000043263,TRE
Pnpla1,ENSMUSG00000043286,TRE
Mei4,ENSMUSG00000043289,TRE
C030030A07Rik,ENSMUSG00000043298,TRE
Pcdhb19,ENSMUSG00000043313,TRE
Cox8c,ENSMUSG00000043319,TRE
Fbrsl1,ENSMUSG00000043323,TRE
Rhbdl2,ENSMUSG00000043333,TRE
Hoxd9,ENSMUSG00000043342,TRE
Olfr78,ENSMUSG00000043366,TRE
Hexim2,ENSMUSG00000043372,TRE
Tmem130,ENSMUSG00000043388,TRE
Lrit2,ENSMUSG00000043418,TRE
Hilpda,ENSMUSG00000043421,TRE
4922505E12Rik,ENSMUSG00000043429,TRE
Psapl1,ENSMUSG00000043430,TRE
Leng9,ENSMUSG00000043432,TRE
E130012A19Rik,ENSMUSG00000043439,TRE
Gpr149,ENSMUSG00000043441,TRE
Gjc2,ENSMUSG00000043448,TRE
Pcdhb12,ENSMUSG00000043458,TRE
Elfn2,ENSMUSG00000043460,TRE
1110032A04Rik,ENSMUSG00000043461,TRE
Rab9b,ENSMUSG00000043463,TRE
Gm9782,ENSMUSG00000043472,TRE
Acot6,ENSMUSG00000043487,TRE
Tril,ENSMUSG00000043496,TRE
Lgals2,ENSMUSG00000043501,TRE
Gimap5,ENSMUSG00000043505,TRE
Rai2,ENSMUSG00000043518,TRE
4932442L08Rik,ENSMUSG00000043549,TRE
4930412D23Rik,ENSMUSG00000043569,TRE
Pars2,ENSMUSG00000043572,TRE
Unc5cl,ENSMUSG00000043592,TRE
Mmp3,ENSMUSG00000043613,TRE
Vps37d,ENSMUSG00000043614,TRE
Ubxn10,ENSMUSG00000043621,TRE
Ecm2,ENSMUSG00000043631,TRE
4930412F15Rik,ENSMUSG00000043633,TRE
Adamts3,ENSMUSG00000043635,TRE
Rbm20,ENSMUSG00000043639,TRE
0610009L18Rik,ENSMUSG00000043644,TRE
Pld6,ENSMUSG00000043648,TRE
Diras1,ENSMUSG00000043670,TRE
Kcns3,ENSMUSG00000043673,TRE
Fem1a,ENSMUSG00000043683,TRE
1190005I06Rik,ENSMUSG00000043687,TRE
Capn13,ENSMUSG00000043705,TRE
B430306N03Rik,ENSMUSG00000043740,TRE
Dmrta1,ENSMUSG00000043753,TRE
Pkhd1,ENSMUSG00000043760,TRE
1700048O20Rik,ENSMUSG00000043773,TRE
Defb12,ENSMUSG00000043787,TRE
Vwce,ENSMUSG00000043789,TRE
Rtn4r,ENSMUSG00000043811,TRE
Adamtsl5,ENSMUSG00000043822,TRE
Clec4a3,ENSMUSG00000043832,TRE
Mgat5b,ENSMUSG00000043857,TRE
S1pr2,ENSMUSG00000043895,TRE
Gm22,ENSMUSG00000043903,TRE
A330049M08Rik,ENSMUSG00000043924,TRE
Gimap7,ENSMUSG00000043931,TRE
Naalad2,ENSMUSG00000043943,TRE
Adam6a,ENSMUSG00000043945,TRE
Ccrl2,ENSMUSG00000043953,TRE
Emx2,ENSMUSG00000043969,TRE
4932411G14Rik,ENSMUSG00000043986,TRE
Cep164,ENSMUSG00000043987,TRE
Gls2,ENSMUSG00000044005,TRE
Npy5r,ENSMUSG00000044014,TRE
Gpr133,ENSMUSG00000044017,TRE
Pcdhb21,ENSMUSG00000044022,TRE
Rell2,ENSMUSG00000044024,TRE
Krt13,ENSMUSG00000044041,TRE
Fmn1,ENSMUSG00000044042,TRE
Efcab9,ENSMUSG00000044056,TRE
A830010M20Rik,ENSMUSG00000044060,TRE
Gpr22,ENSMUSG00000044067,TRE
Fam19a2,ENSMUSG00000044071,TRE
Efcab8,ENSMUSG00000044083,TRE
Lmod3,ENSMUSG00000044086,TRE
C130050O18Rik,ENSMUSG00000044092,TRE
Il1f9,ENSMUSG00000044103,TRE
2900011O08Rik,ENSMUSG00000044117,TRE
Proca1,ENSMUSG00000044122,TRE
Fam109a,ENSMUSG00000044134,TRE
Sirpb1a,ENSMUSG00000044138,TRE
Hepacam2,ENSMUSG00000044156,TRE
Rnf182,ENSMUSG00000044164,TRE
Bcl2l15,ENSMUSG00000044165,TRE
Spink10,ENSMUSG00000044176,TRE
Wfikkn2,ENSMUSG00000044177,TRE
Nkx2-6,ENSMUSG00000044186,TRE
S1pr4,ENSMUSG00000044199,TRE
Vsig4,ENSMUSG00000044206,TRE
Kcnj4,ENSMUSG00000044216,TRE
Aqp5,ENSMUSG00000044217,TRE
Defb13,ENSMUSG00000044222,TRE
Il20rb,ENSMUSG00000044244,TRE
Defb29,ENSMUSG00000044249,TRE
Fam113b,ENSMUSG00000044250,TRE
Pcsk9,ENSMUSG00000044254,TRE
4933427E11Rik,ENSMUSG00000044276,TRE
Nrn1l,ENSMUSG00000044287,TRE
Cnr1,ENSMUSG00000044288,TRE
Cdkn2a,ENSMUSG00000044303,TRE
Apol7c,ENSMUSG00000044309,TRE
Mab21l3,ENSMUSG00000044313,TRE
1700001O22Rik,ENSMUSG00000044320,TRE
Dsc1,ENSMUSG00000044322,TRE
Alkbh2,ENSMUSG00000044339,TRE
Snhg11,ENSMUSG00000044349,TRE
9030625A04Rik,ENSMUSG00000044350,TRE
Sowaha,ENSMUSG00000044352,TRE
BC024139,ENSMUSG00000044361,TRE
Ccdc89,ENSMUSG00000044362,TRE
Cxxc4,ENSMUSG00000044365,TRE
Slc16a13,ENSMUSG00000044367,TRE
BC027072,ENSMUSG00000044375,TRE
Tigd3,ENSMUSG00000044390,TRE
Adig,ENSMUSG00000044405,TRE
Cryga,ENSMUSG00000044429,TRE
Pfn3,ENSMUSG00000044444,TRE
Shisa2,ENSMUSG00000044461,TRE
Tnfaip8l1,ENSMUSG00000044469,TRE
Klk1b11,ENSMUSG00000044485,TRE
Hs3st5,ENSMUSG00000044499,TRE
Znrf4,ENSMUSG00000044526,TRE
Tram1l1,ENSMUSG00000044528,TRE
Ccbp2,ENSMUSG00000044534,TRE
Tceal3,ENSMUSG00000044550,TRE
4930544O15Rik,ENSMUSG00000044556,TRE
Rasip1,ENSMUSG00000044562,TRE
Cage1,ENSMUSG00000044566,TRE
Fam59b,ENSMUSG00000044576,TRE
Tlr7,ENSMUSG00000044583,TRE
Serpinb3a,ENSMUSG00000044594,TRE
Rnf208,ENSMUSG00000044628,TRE
Prss42,ENSMUSG00000044664,TRE
D3Bwg0562e,ENSMUSG00000044667,TRE
Zfp612,ENSMUSG00000044676,TRE
Ly6k,ENSMUSG00000044678,TRE
Cnpy1,ENSMUSG00000044681,TRE
2010007H06Rik,ENSMUSG00000044694,TRE
Phf11,ENSMUSG00000044703,TRE
Ccnjl,ENSMUSG00000044707,TRE
Kcnj10,ENSMUSG00000044708,TRE
Defb10,ENSMUSG00000044743,TRE
Defb1,ENSMUSG00000044748,TRE
Abca6,ENSMUSG00000044749,TRE
Scml4,ENSMUSG00000044770,TRE
AF251705,ENSMUSG00000044811,TRE
D630023F18Rik,ENSMUSG00000044816,TRE
Oxgr1,ENSMUSG00000044819,TRE
Tlr1,ENSMUSG00000044827,TRE
Ankrd45,ENSMUSG00000044835,TRE
1700056E22Rik,ENSMUSG00000044854,TRE
Gm1123,ENSMUSG00000044860,TRE
4930503L19Rik,ENSMUSG00000044906,TRE
Syt16,ENSMUSG00000044912,TRE
1700029I15Rik,ENSMUSG00000044916,TRE
H1fx,ENSMUSG00000044927,TRE
BC030307,ENSMUSG00000044937,TRE
Wdr96,ENSMUSG00000044948,TRE
Mylk4,ENSMUSG00000044951,TRE
1110034G24Rik,ENSMUSG00000044991,TRE
Spata21,ENSMUSG00000045004,TRE
Tubg2,ENSMUSG00000045007,TRE
Prrt3,ENSMUSG00000045009,TRE
Acer1,ENSMUSG00000045019,TRE
1700024P04Rik,ENSMUSG00000045022,TRE
Prss22,ENSMUSG00000045027,TRE
Cetn4,ENSMUSG00000045031,TRE
Ankrd34b,ENSMUSG00000045034,TRE
Tmem232,ENSMUSG00000045036,TRE
Prkce,ENSMUSG00000045038,TRE
Lrfn4,ENSMUSG00000045045,TRE
Pcdhb7,ENSMUSG00000045062,TRE
Lingo2,ENSMUSG00000045083,TRE
S1pr5,ENSMUSG00000045087,TRE
Aqp12,ENSMUSG00000045091,TRE
Magi1,ENSMUSG00000045095,TRE
Poln,ENSMUSG00000045102,TRE
Ccdc73,ENSMUSG00000045106,TRE
1810063B07Rik,ENSMUSG00000045107,TRE
Fam123c,ENSMUSG00000045174,TRE
Lrrc3b,ENSMUSG00000045201,TRE
Asxl3,ENSMUSG00000045215,TRE
Kcng4,ENSMUSG00000045246,TRE
Med26,ENSMUSG00000045248,TRE
Zfp688,ENSMUSG00000045251,TRE
Morn2,ENSMUSG00000045257,TRE
Zfp691,ENSMUSG00000045268,TRE
Lca5l,ENSMUSG00000045275,TRE
Gpr20,ENSMUSG00000045281,TRE
Dcaf12l1,ENSMUSG00000045284,TRE
E330021D16Rik,ENSMUSG00000045291,TRE
Adra2c,ENSMUSG00000045318,TRE
5430407P10Rik,ENSMUSG00000045319,TRE
Fndc7,ENSMUSG00000045326,TRE
4933402E13Rik,ENSMUSG00000045330,TRE
Hsfy2,ENSMUSG00000045336,TRE
Defb11,ENSMUSG00000045337,TRE
6430598A04Rik,ENSMUSG00000045348,TRE
Sh2d5,ENSMUSG00000045349,TRE
1700030F18Rik,ENSMUSG00000045350,TRE
Pxt1,ENSMUSG00000045378,TRE
1700120B22Rik,ENSMUSG00000045391,TRE
Kcnk13,ENSMUSG00000045404,TRE
Slco6b1,ENSMUSG00000045463,TRE
Zfp956,ENSMUSG00000045466,TRE
Ttll13,ENSMUSG00000045467,TRE
Hcrt,ENSMUSG00000045471,TRE
Lce3c,ENSMUSG00000045475,TRE
Pcdhb3,ENSMUSG00000045498,TRE
Niacr1,ENSMUSG00000045502,TRE
Pou3f3,ENSMUSG00000045515,TRE
Tssk2,ENSMUSG00000045521,TRE
Kcna5,ENSMUSG00000045534,TRE
Ddx28,ENSMUSG00000045538,TRE
Sprr3,ENSMUSG00000045539,TRE
Krt14,ENSMUSG00000045545,TRE
Fpr1,ENSMUSG00000045551,TRE
Mc2r,ENSMUSG00000045569,TRE
6430704M03Rik,ENSMUSG00000045589,TRE
Dbx2,ENSMUSG00000045608,TRE
Pigz,ENSMUSG00000045625,TRE
AU021034,ENSMUSG00000045655,TRE
4921515J06Rik,ENSMUSG00000045662,TRE
Smtnl2,ENSMUSG00000045667,TRE
Pnoc,ENSMUSG00000045731,TRE
Sprn,ENSMUSG00000045733,TRE
Mms22l,ENSMUSG00000045751,TRE
Slc16a5,ENSMUSG00000045775,TRE
Lrtm1,ENSMUSG00000045776,TRE
6330512M04Rik,ENSMUSG00000045777,TRE
4930526D03Rik,ENSMUSG00000045794,TRE
4930402K13Rik,ENSMUSG00000045797,TRE
1700101I19Rik,ENSMUSG00000045815,TRE
Zswim3,ENSMUSG00000045822,TRE
Ptprcap,ENSMUSG00000045826,TRE
Hdgfl1,ENSMUSG00000045835,TRE
Slitrk6,ENSMUSG00000045871,TRE
Adra1a,ENSMUSG00000045875,TRE
Npas4,ENSMUSG00000045903,TRE
6330416G13Rik,ENSMUSG00000045917,TRE
4933440M02Rik,ENSMUSG00000045928,TRE
Clec14a,ENSMUSG00000045930,TRE
BC049762,ENSMUSG00000045942,TRE
Gpr158,ENSMUSG00000045967,TRE
5830403L16Rik,ENSMUSG00000045968,TRE
Tmem104,ENSMUSG00000045980,TRE
4930451I11Rik,ENSMUSG00000045989,TRE
Onecut2,ENSMUSG00000045991,TRE
B3gat1,ENSMUSG00000045994,TRE
Naa11,ENSMUSG00000046000,TRE
Pnlip,ENSMUSG00000046008,TRE
Fam26f,ENSMUSG00000046031,TRE
Rp1l1,ENSMUSG00000046049,TRE
Sbsn,ENSMUSG00000046056,TRE
Igfals,ENSMUSG00000046070,TRE
Tmem174,ENSMUSG00000046082,TRE
Hpcal4,ENSMUSG00000046093,TRE
Serinc4,ENSMUSG00000046110,TRE
5830418K08Rik,ENSMUSG00000046111,TRE
Olig1,ENSMUSG00000046160,TRE
Pabpc6,ENSMUSG00000046173,TRE
Nxph1,ENSMUSG00000046178,TRE
E2f8,ENSMUSG00000046179,TRE
4930550L24Rik,ENSMUSG00000046180,TRE
Gsg1l,ENSMUSG00000046182,TRE
Iqub,ENSMUSG00000046192,TRE
Ttc39d,ENSMUSG00000046196,TRE
Pnma2,ENSMUSG00000046204,TRE
Pik3r6,ENSMUSG00000046207,TRE
Cym,ENSMUSG00000046213,TRE
Rprml,ENSMUSG00000046215,TRE
Hepacam,ENSMUSG00000046240,TRE
Pilra,ENSMUSG00000046245,TRE
Usp27x,ENSMUSG00000046269,TRE
Tusc5,ENSMUSG00000046275,TRE
She,ENSMUSG00000046280,TRE
Pnma3,ENSMUSG00000046287,TRE
Ankle1,ENSMUSG00000046295,TRE
AI464131,ENSMUSG00000046312,TRE
Hs3st2,ENSMUSG00000046321,TRE
Dppa3,ENSMUSG00000046323,TRE
Fam178b,ENSMUSG00000046337,TRE
Gpat2,ENSMUSG00000046338,TRE
2310010M20Rik,ENSMUSG00000046345,TRE
4931440L10Rik,ENSMUSG00000046367,TRE
Asphd1,ENSMUSG00000046378,TRE
Jrk,ENSMUSG00000046380,TRE
Pcdhb17,ENSMUSG00000046387,TRE
1700067K01Rik,ENSMUSG00000046408,TRE
Ppm1e,ENSMUSG00000046442,TRE
C77370,ENSMUSG00000046449,TRE
Tmem150b,ENSMUSG00000046456,TRE
Sox18,ENSMUSG00000046470,TRE
Scn4b,ENSMUSG00000046480,TRE
Mospd4,ENSMUSG00000046487,TRE
C1qtnf2,ENSMUSG00000046491,TRE
Fam19a4,ENSMUSG00000046500,TRE
Kctd4,ENSMUSG00000046523,TRE
Fam43a,ENSMUSG00000046546,TRE
Spin2,ENSMUSG00000046550,TRE
Arsj,ENSMUSG00000046561,TRE
Lrrc8e,ENSMUSG00000046589,TRE
5730590G19Rik,ENSMUSG00000046591,TRE
Tmem215,ENSMUSG00000046593,TRE
B3gntl1,ENSMUSG00000046605,TRE
Hrk,ENSMUSG00000046607,TRE
Vwa5b2,ENSMUSG00000046613,TRE
Actrt1,ENSMUSG00000046615,TRE
Gjb4,ENSMUSG00000046623,TRE
Ttc34,ENSMUSG00000046637,TRE
Lce1l,ENSMUSG00000046676,TRE
C87436,ENSMUSG00000046679,TRE
Fam46b,ENSMUSG00000046694,TRE
Slitrk4,ENSMUSG00000046699,TRE
Foxc2,ENSMUSG00000046714,TRE
Igbp1b,ENSMUSG00000046717,TRE
Adam24,ENSMUSG00000046723,TRE
Gprc5a,ENSMUSG00000046733,TRE
Fat4,ENSMUSG00000046743,TRE
2310005G13Rik,ENSMUSG00000046748,TRE
BC089491,ENSMUSG00000046750,TRE
Kif2b,ENSMUSG00000046755,TRE
A530053G22Rik,ENSMUSG00000046764,TRE
8030474K03Rik,ENSMUSG00000046774,TRE
Ttc6,ENSMUSG00000046782,TRE
Gpr61,ENSMUSG00000046793,TRE
Phgr1,ENSMUSG00000046804,TRE
Gchfr,ENSMUSG00000046814,TRE
Fam187b,ENSMUSG00000046826,TRE
4832428D23Rik,ENSMUSG00000046828,TRE
Krt1,ENSMUSG00000046834,TRE
Vat1l,ENSMUSG00000046844,TRE
Spesp1,ENSMUSG00000046846,TRE
Pip5kl1,ENSMUSG00000046854,TRE
Gpr1,ENSMUSG00000046856,TRE
Zfp474,ENSMUSG00000046886,TRE
Prl7a2,ENSMUSG00000046899,TRE
Ltb4r1,ENSMUSG00000046908,TRE
Gpr6,ENSMUSG00000046922,TRE
Csl,ENSMUSG00000046934,TRE
Mageb16,ENSMUSG00000046942,TRE
Spz1,ENSMUSG00000046957,TRE
Slc26a1,ENSMUSG00000046959,TRE
Pla2g4f,ENSMUSG00000046971,TRE
Wdr27,ENSMUSG00000046991,TRE
Spsb4,ENSMUSG00000046997,TRE
1110032F04Rik,ENSMUSG00000046999,TRE
Zfp41,ENSMUSG00000047003,TRE
Fbxo41,ENSMUSG00000047013,TRE
Ccdc108,ENSMUSG00000047021,TRE
Mipol1,ENSMUSG00000047022,TRE
4921510H08Rik,ENSMUSG00000047025,TRE
Ankrd33,ENSMUSG00000047034,TRE
Gm9817,ENSMUSG00000047061,TRE
Lrrc4b,ENSMUSG00000047085,TRE
Pbp2,ENSMUSG00000047104,TRE
Dnajb7,ENSMUSG00000047108,TRE
D330028D13Rik,ENSMUSG00000047115,TRE
1700113H08Rik,ENSMUSG00000047129,TRE
Zfp654,ENSMUSG00000047141,TRE
Dmrta2,ENSMUSG00000047143,TRE
1700001C19Rik,ENSMUSG00000047150,TRE
Cyp4x1,ENSMUSG00000047155,TRE
Chst9,ENSMUSG00000047161,TRE
Irs3,ENSMUSG00000047182,TRE
Dync2h1,ENSMUSG00000047193,TRE
Cdh19,ENSMUSG00000047216,TRE
Gm527,ENSMUSG00000047227,TRE
BC048546,ENSMUSG00000047228,TRE
Fbxw21,ENSMUSG00000047237,TRE
Mageh1,ENSMUSG00000047238,TRE
Prss45,ENSMUSG00000047257,TRE
Gap43,ENSMUSG00000047261,TRE
Smgc,ENSMUSG00000047295,TRE
Kcnv2,ENSMUSG00000047298,TRE
Kcne4,ENSMUSG00000047330,TRE
Zfp286,ENSMUSG00000047342,TRE
Defb9,ENSMUSG00000047390,TRE
Odf3b,ENSMUSG00000047394,TRE
Gpr68,ENSMUSG00000047415,TRE
Cmya5,ENSMUSG00000047419,TRE
Dlk2,ENSMUSG00000047428,TRE
AI480653,ENSMUSG00000047434,TRE
8030462N17Rik,ENSMUSG00000047466,TRE
Zfp30,ENSMUSG00000047473,TRE
Inhbe,ENSMUSG00000047492,TRE
Dlgap2,ENSMUSG00000047495,TRE
Rnf152,ENSMUSG00000047496,TRE
Cldn4,ENSMUSG00000047501,TRE
Baiap3,ENSMUSG00000047507,TRE
Dmbt1,ENSMUSG00000047517,TRE
Slfnl1,ENSMUSG00000047518,TRE
Als2cr12,ENSMUSG00000047528,TRE
Mis18bp1,ENSMUSG00000047534,TRE
Mmp10,ENSMUSG00000047562,TRE
Tyw3,ENSMUSG00000047583,TRE
Frat2,ENSMUSG00000047604,TRE
Ddi1,ENSMUSG00000047619,TRE
Apof,ENSMUSG00000047631,TRE
Nr1h4,ENSMUSG00000047638,TRE
Krt83,ENSMUSG00000047641,TRE
Gm5454,ENSMUSG00000047643,TRE
Tssk6,ENSMUSG00000047654,TRE
1600012P17Rik,ENSMUSG00000047661,TRE
Msl3l2,ENSMUSG00000047669,TRE
Pdha2,ENSMUSG00000047674,TRE
Zcchc5,ENSMUSG00000047686,TRE
Ubiad1,ENSMUSG00000047719,TRE
4922502D21Rik,ENSMUSG00000047720,TRE
BC025446,ENSMUSG00000047728,TRE
Rnf150,ENSMUSG00000047747,TRE
Hs3st3a1,ENSMUSG00000047759,TRE
Atg16l2,ENSMUSG00000047767,TRE
Lix1,ENSMUSG00000047786,TRE
Flrt1,ENSMUSG00000047787,TRE
Sned1,ENSMUSG00000047793,TRE
Cd300lf,ENSMUSG00000047798,TRE
Gm6484,ENSMUSG00000047822,TRE
BC051628,ENSMUSG00000047841,TRE
Diras2,ENSMUSG00000047842,TRE
Stx19,ENSMUSG00000047854,TRE
Foxi1,ENSMUSG00000047861,TRE
A4galt,ENSMUSG00000047878,TRE
Cxcr5,ENSMUSG00000047880,TRE
Ang2,ENSMUSG00000047894,TRE
Sstr2,ENSMUSG00000047904,TRE
Pcdhb16,ENSMUSG00000047910,TRE
Gp5,ENSMUSG00000047953,TRE
Kcna3,ENSMUSG00000047959,TRE
Kcna1,ENSMUSG00000047976,TRE
9230110F15Rik,ENSMUSG00000047980,TRE
C2cd4a,ENSMUSG00000047990,TRE
Prrg1,ENSMUSG00000047996,TRE
Hes5,ENSMUSG00000048001,TRE
Neurod4,ENSMUSG00000048015,TRE
Tmem229a,ENSMUSG00000048022,TRE
Eno4,ENSMUSG00000048029,TRE
4932418E24Rik,ENSMUSG00000048038,TRE
Cyb5r2,ENSMUSG00000048065,TRE
Pirt,ENSMUSG00000048070,TRE
H1fnt,ENSMUSG00000048077,TRE
Odz4,ENSMUSG00000048078,TRE
Lmod1,ENSMUSG00000048096,TRE
Tmem72,ENSMUSG00000048108,TRE
Dmrt2,ENSMUSG00000048138,TRE
Nat8l,ENSMUSG00000048142,TRE
Tmem81,ENSMUSG00000048174,TRE
Bend7,ENSMUSG00000048186,TRE
Efcab4a,ENSMUSG00000048200,TRE
Dnajb8,ENSMUSG00000048206,TRE
Nags,ENSMUSG00000048217,TRE
Amigo2,ENSMUSG00000048218,TRE
Gng7,ENSMUSG00000048240,TRE
Bcl11b,ENSMUSG00000048251,TRE
Dleu7,ENSMUSG00000048281,TRE
Ric3,ENSMUSG00000048330,TRE
Pou4f1,ENSMUSG00000048349,TRE
Omd,ENSMUSG00000048368,TRE
Scrt1,ENSMUSG00000048385,TRE
Osr1,ENSMUSG00000048387,TRE
Fam171b,ENSMUSG00000048388,TRE
Tprg,ENSMUSG00000048399,TRE
Prss54,ENSMUSG00000048400,TRE
Gli2,ENSMUSG00000048402,TRE
Mlf1,ENSMUSG00000048416,TRE
Ranbp3l,ENSMUSG00000048424,TRE
Nupl2,ENSMUSG00000048439,TRE
Cyp4f16,ENSMUSG00000048440,TRE
Ccdc57,ENSMUSG00000048445,TRE
Msx1,ENSMUSG00000048450,TRE
Sprr1b,ENSMUSG00000048455,TRE
6530418L21Rik,ENSMUSG00000048458,TRE
4732415M23Rik,ENSMUSG00000048478,TRE
Mypop,ENSMUSG00000048481,TRE
Zbtb8b,ENSMUSG00000048485,TRE
Defb15,ENSMUSG00000048500,TRE
Duxbl,ENSMUSG00000048502,TRE
Tmem136,ENSMUSG00000048503,TRE
Adam26a,ENSMUSG00000048516,TRE
Cxcr6,ENSMUSG00000048521,TRE
Nhlh2,ENSMUSG00000048540,TRE
Sp8,ENSMUSG00000048562,TRE
E030010A14Rik,ENSMUSG00000048572,TRE
Cypt3,ENSMUSG00000048573,TRE
Gja3,ENSMUSG00000048582,TRE
Igf2,ENSMUSG00000048583,TRE
Morc2b,ENSMUSG00000048602,TRE
Rtbdn,ENSMUSG00000048617,TRE
Gm6377,ENSMUSG00000048621,TRE
Ctxn1,ENSMUSG00000048644,TRE
Exd1,ENSMUSG00000048647,TRE
Samd13,ENSMUSG00000048652,TRE
Tpcn2,ENSMUSG00000048677,TRE
Hmgb4,ENSMUSG00000048686,TRE
Mex3d,ENSMUSG00000048696,TRE
Speer4b,ENSMUSG00000048703,TRE
Tprn,ENSMUSG00000048707,TRE
C030019I05Rik,ENSMUSG00000048721,TRE
Zfp454,ENSMUSG00000048728,TRE
Klhl11,ENSMUSG00000048732,TRE
